STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2015,,2155,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2016,,2195,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2017,,2253,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2018,,2273,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2019,,2353,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2020,,2425,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2021,,2513,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FI,Finland,2022,,2566,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FR,France,2021,,58591,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,FR,France,2022,,61710,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,HR,Croatia,2021,,3426,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,HR,Croatia,2022,,3485,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,HU,Hungary,2021,,7749,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,HU,Hungary,2022,,7123,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IE,Ireland,2021,,2290,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IE,Ireland,2022,,2391,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2015,,489,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2016,,500,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2017,,522,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2018,,532,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2019,,533,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2020,,527,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2021,,559,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IS,Iceland,2022,,558,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IT,Italy,2021,,52543,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,IT,Italy,2022,,52422,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LT,Lithuania,2021,,2156,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LT,Lithuania,2022,,2299,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LU,Luxembourg,2021,,151,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LU,Luxembourg,2022,,150,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LV,Latvia,2021,,1329,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,LV,Latvia,2022,,1379,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,MK,North Macedonia,2021,,1777,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,MK,North Macedonia,2022,,1793,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,MT,Malta,2021,,,,b,break in time series,C,confidential
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,MT,Malta,2022,,413,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,NL,Netherlands,2021,,8460,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,NL,Netherlands,2022,,9163,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,PL,Poland,2021,,19044,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,PL,Poland,2022,,19198,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,PT,Portugal,2021,,11170,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,PT,Portugal,2022,,11377,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,RO,Romania,2021,,14754,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,RO,Romania,2022,,14763,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,RS,Serbia,2021,,8734,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,RS,Serbia,2022,,8093,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SE,Sweden,2021,,5376,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SE,Sweden,2022,,4369,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SI,Slovenia,2021,,2799,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SI,Slovenia,2022,,2906,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SK,Slovakia,2021,,5454,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,SK,Slovakia,2022,,6015,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,TR,Türkiye,2021,,58275,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C10-C12,Manufacture of food products; beverages and tobacco products,TR,Türkiye,2022,,59852,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,AT,Austria,2021,,2545,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C13_C14,Manufacture of textiles and wearing apparel,AT,Austria,2022,,2553,,,,,
